,real,real,real,real,sys,sys,sys,user,user,user
,average,std,max,len,average,std,max,average,std,max
library,,,,,,,,,,
quantstats,16.438,0.24990531540298844,16.683,4.0,1.2535,0.06341661191412439,1.318,14.718749999999998,0.18109182753509312,14.909
query-string,1.5830000000000002,,1.5830000000000002,1.0,0.195,,0.195,1.3530000000000002,,1.3530000000000002
queuelib,0.9309999999999999,,0.9309999999999999,1.0,0.098,,0.098,0.7979999999999999,,0.7979999999999999
quilt,10.745999999999999,,10.745999999999999,1.0,0.755,,0.755,9.708,,9.708
qutip,7.431,,7.431,1.0,0.7190000000000001,,0.7190000000000001,6.416,,6.416
random,0.7709999999999999,,0.7709999999999999,1.0,0.092,,0.092,0.652,,0.652
rasterio,5.02975,0.08982714882855153,5.1610000000000005,4.0,0.42925,0.06247332764201588,0.48700000000000004,4.367500000000001,0.11358550376992092,4.474
rasterstats,7.105,,7.105,1.0,0.52,,0.52,5.89,,5.89
ratelim,0.875,,0.875,1.0,0.11199999999999999,,0.11199999999999999,0.718,,0.718
ray,21.559,,21.559,1.0,1.86,,1.86,18.334,,18.334
rdflib,1.44975,0.12486893128396674,1.6280000000000001,4.0,0.13675,0.022867371223353743,0.165,1.1844999999999999,0.05854058421300551,1.268
rdflib-jsonld,2.8682499999999997,0.1061834105059103,2.9739999999999998,4.0,0.2605,0.01627882059609972,0.28,2.5182499999999997,0.09188171744150174,2.6039999999999996
re,0.708,,0.708,1.0,0.083,,0.083,0.594,,0.594
readme-renderer,2.407,,2.407,1.0,0.253,,0.253,2.025,,2.025
rebound,1.7029999999999998,0.04138437708443441,1.755,4.0,0.21425,0.023128265535198835,0.242,1.45175,0.037411005510856465,1.506
recommonmark,5.89175,0.3014889439653359,6.105,4.0,0.47425000000000006,0.03528337663357443,0.511,5.01525,0.31005953729351177,5.26
recordlinkage,11.948,,11.948,1.0,0.915,,0.915,10.782,,10.782
redis,0.9435,0.023187640385918244,0.9590000000000001,4.0,0.10200000000000001,0.016431676725154987,0.12300000000000001,0.8062500000000001,0.010750968948580157,0.8170000000000001
regex,1.6305,0.038931563886731455,1.6769999999999998,4.0,0.12675,0.017442763542512407,0.145,1.4565,0.044650494584793435,1.5230000000000001
reportlab,2.6310000000000002,,2.6310000000000002,1.0,0.215,,0.215,2.342,,2.342
requests,1.71825,0.0858035547049189,1.8,4.0,0.18875000000000003,0.017036725037400818,0.214,1.443,0.10016320016186916,1.538
requests-cache,2.211,,2.211,1.0,0.152,,0.152,1.923,,1.923
requests-file,2.7560000000000002,,2.7560000000000002,1.0,0.196,,0.196,1.4340000000000002,,1.4340000000000002
requests-html,6.08875,0.25509785704052274,6.297000000000001,4.0,0.512,0.09317725044236926,0.581,5.21125,0.156274064813498,5.397
requests-ntlm,3.30875,0.10898126750348729,3.435,4.0,0.22799999999999998,0.05146519859736934,0.303,2.89375,0.11323831801411863,3.048
requests-oauthlib,1.9862499999999998,0.057389749375069785,2.046,4.0,0.178,0.026369173922088127,0.204,1.6869999999999998,0.04377975178854562,1.7309999999999999
requests-toolbelt,1.8185,0.11398976562247445,1.896,4.0,0.168,0.017568911937472603,0.18600000000000003,1.556,0.10661457061146326,1.625
requests-unixsocket,1.8187499999999999,0.04821047603996468,1.881,4.0,0.1615,0.03367986539957268,0.209,1.5395,0.027646579052991935,1.5719999999999998
requests_html,6.393,,6.393,1.0,0.5489999999999999,,0.5489999999999999,5.456,,5.456
requests_oauthlib,1.9380000000000002,,1.9380000000000002,1.0,0.16699999999999998,,0.16699999999999998,1.651,,1.651
resampy,9.951,,9.951,1.0,0.8140000000000001,,0.8140000000000001,9.004,,9.004
resipy,16.01,,16.01,1.0,1.239,,1.239,13.503,,13.503
restart,0.9640000000000001,,0.9640000000000001,1.0,0.107,,0.107,0.759,,0.759
restart_datasets,0.753,,0.753,1.0,0.109,,0.109,0.614,,0.614
retrying,1.69775,0.031930915009334426,1.735,4.0,0.1815,0.02991655060330319,0.226,1.488,0.05745142876088171,1.5330000000000001
rfc3986,0.9329999999999999,,0.9329999999999999,1.0,0.098,,0.098,0.802,,0.802
rio-l8qa,5.525,,5.525,1.0,0.429,,0.429,4.569,,4.569
rio-toa,6.26525,0.20993074254779054,6.497000000000001,4.0,0.523,0.038061353978368545,0.5770000000000001,5.416,0.20796313775923525,5.662000000000001
rioxarray,15.761499999999998,0.40227726756554455,16.152,4.0,1.28725,0.05979060684310428,1.3730000000000002,13.930750000000002,0.2968988323767317,14.32
ripser,12.762,,12.762,1.0,3.875,,3.875,13.23,,13.23
rise,11.74775,0.4549332368600924,12.412,4.0,0.914,0.08669102221875878,1.005,10.09725,0.3946072942390535,10.647
robobrowser,3.093,,3.093,1.0,0.273,,0.273,2.647,,2.647
robust-selection,8.78,,8.78,1.0,0.7020000000000001,,0.7020000000000001,7.689,,7.689
root_numpy,12.765,,12.765,1.0,1.521,,1.521,9.506,,9.506
rope,1.85575,0.04646414388177907,1.91,4.0,0.22749999999999998,0.019070046320517064,0.253,1.60275,0.024810951882854804,1.6340000000000001
rpy2,37.265,0.2742650785888231,37.569,4.0,4.428,0.18079269896763003,4.663,32.23975,0.2880883834288841,32.623000000000005
rsa,1.1305,0.019052558883257614,1.151,4.0,0.11374999999999999,0.01573478100684384,0.132,0.9740000000000001,0.025337718918639854,0.998
rtree,1.00525,0.09720896735041129,1.127,4.0,0.11249999999999999,0.006557438524301996,0.12,0.7972499999999999,0.049969157153855075,0.868
ruamel-yaml,1.73325,0.06920681565664856,1.7830000000000001,4.0,0.1265,0.007000000000000004,0.134,1.5425,0.07268883453919646,1.597
ruamel.yaml,1.74925,0.012392874296680814,1.767,4.0,0.14575000000000002,0.011644025649805705,0.159,1.54275,0.00917877987534283,1.5519999999999998
ruamel.yaml.clib,0.9605000000000001,0.017785762095938833,0.982,4.0,0.095,0.011832159566199233,0.10800000000000001,0.82175,0.01271154331044558,0.8340000000000001
ruptures,6.17825,0.18275370493280438,6.39,4.0,0.59625,0.04469433222829635,0.6559999999999999,5.478250000000001,0.19264366933105617,5.7410000000000005
s3fs,7.794,,7.794,1.0,0.59,,0.59,6.93,,6.93
s3transfer,3.0695,0.06011378100458049,3.105,4.0,0.2975,0.023839742727918323,0.331,2.6254999999999997,0.027196813538844126,2.659
sadedegel,23.36425,0.5472296135992617,24.119,4.0,1.95275,0.04350000000000011,1.9969999999999999,20.132250000000003,0.11564709248398923,20.269000000000002
sagemaker,13.029000000000002,,13.029000000000002,1.0,0.99,,0.99,11.652999999999999,,11.652999999999999
salib,14.5715,0.17245192566818957,14.770999999999999,4.0,1.30125,0.06877681295320388,1.3659999999999999,13.043,0.15934867429633612,13.193
sap-document-classification-client,2.525,,2.525,1.0,0.293,,0.293,2.11,,2.11
scandir,1.604,,1.604,1.0,0.24100000000000002,,0.24100000000000002,1.3459999999999999,,1.3459999999999999
scanpy,26.978250000000003,0.42285566883591214,27.521,4.0,2.19775,0.08142634708741404,2.295,24.1025,0.3428454462290537,24.516
schema-salad,5.434,,5.434,1.0,0.337,,0.337,4.788,,4.788
schemdraw,5.93275,0.3476620725167854,6.417999999999999,4.0,0.44625,0.01736615482291154,0.46399999999999997,5.271750000000001,0.2610879481451928,5.604
sciencebasepy,1.85,,1.85,1.0,0.13699999999999998,,0.13699999999999998,1.599,,1.599
scikit-datasets,8.407,,8.407,1.0,0.772,,0.772,7.511,,7.511
scikit-fem,6.706,,6.706,1.0,0.47,,0.47,6.016,,6.016
scikit-hep,25.765,,25.765,1.0,1.861,,1.861,21.256,,21.256
scikit-image,11.373500000000002,0.366366392199576,11.694,4.0,0.8967499999999999,0.06840748009781775,0.9540000000000001,10.216,0.3334436484125417,10.53
scikit-learn,8.222750000000001,0.10381192930808422,8.363,4.0,0.7352500000000001,0.08324411891138817,0.8370000000000001,7.36275,0.1773966835466026,7.627000000000001
scikit-multilearn,0.888,,0.888,1.0,0.102,,0.102,0.75,,0.75
scikit-optimize,8.741,,8.741,1.0,0.741,,0.741,7.778,,7.778
scikit-plot,11.4365,0.251468354536577,11.664000000000001,4.0,0.8899999999999999,0.07989576542804598,0.9990000000000001,10.223,0.34700144091919904,10.584000000000001
scikit-posthocs,17.324749999999998,0.33019426100403365,17.607,4.0,1.3255000000000001,0.03375894943073118,1.3719999999999999,15.719499999999998,0.33714536924003585,15.998
scikit-rf,9.39575,0.15506638363402117,9.57,4.0,1.07925,0.03558440669731621,1.114,8.1155,0.04420030165809541,8.171
scikit-surprise,9.82225,0.17303443780550384,10.021,4.0,6.56375,0.18248538754285676,6.723,12.120750000000001,0.20636274696110557,12.31
scikit-tda,15.628,,15.628,1.0,4.217,,4.217,15.547,,15.547
scikit.datasmooth,6.292999999999999,,6.292999999999999,1.0,0.55,,0.55,5.436,,5.436
scikit.learn,8.31175,0.13085201565126886,8.449,4.0,0.7332500000000001,0.04232709927851578,0.7659999999999999,7.4695,0.07169146857657915,7.539
scikit_learn,8.39225,0.20764131733994248,8.582,4.0,0.7675,0.07869985175759013,0.8320000000000001,7.51275,0.2558715498057568,7.79
scipy,5.835500000000001,0.1245378121964033,5.99,4.0,0.5802499999999999,0.08941802577407612,0.7120000000000001,5.19375,0.05670023515530335,5.256
scooby,0.99,,0.99,1.0,0.096,,0.096,0.8220000000000001,,0.8220000000000001
scrapy,10.591249999999999,0.1700830679403453,10.722999999999999,4.0,0.883,0.02360790827950101,0.903,9.0755,0.23892606945803677,9.309
sddk,23.835,,23.835,1.0,2.5340000000000003,,2.5340000000000003,20.229,,20.229
seaborn,11.905999999999999,0.17275609010007845,12.106,4.0,0.8935000000000001,0.09972796331353943,1.036,10.81475,0.22420433388615174,11.103
secretstorage,2.51175,0.09827639594531354,2.591,4.0,0.19849999999999998,0.02369950773047125,0.222,2.2165000000000004,0.1174691448849442,2.31
selenium,1.30075,0.01750000000000002,1.32,4.0,0.1205,0.018211717839530312,0.145,1.12675,0.016479785597310843,1.145
semantic-version,0.925,,0.925,1.0,0.109,,0.109,0.7859999999999999,,0.7859999999999999
semver,0.833,,0.833,1.0,0.11,,0.11,0.691,,0.691
send2trash,0.8714999999999999,0.06436614016701639,0.965,4.0,0.10849999999999999,0.01457166199626293,0.121,0.736,0.06262587324740469,0.8190000000000001
sentencepiece,1.1012499999999998,0.034635001563928576,1.148,4.0,0.10924999999999999,0.01839157415774952,0.13,0.94325,0.04861669809163646,1.008
sequential,1.5630000000000002,,1.5630000000000002,1.0,0.226,,0.226,1.306,,1.306
service-identity,3.133,,3.133,1.0,0.21,,0.21,2.783,,2.783
sesd,12.602,,12.602,1.0,1.054,,1.054,11.261,,11.261
setuptools,0.74925,0.03736642878306674,0.785,4.0,0.09725,0.021715969546242535,0.12,0.6482500000000001,0.04591568359504193,0.7040000000000001
setuptools-git,0.8789999999999999,0.03755884272267537,0.9129999999999999,4.0,0.09375000000000001,0.019120233610846214,0.122,0.7332500000000001,0.023963513932643468,0.757
sfs,6.2620000000000005,,6.2620000000000005,1.0,0.688,,0.688,5.489,,5.489
sh,0.948,,0.948,1.0,0.114,,0.114,0.804,,0.804
shap,18.319499999999998,0.3394009428389972,18.766,4.0,6.9495000000000005,0.23669741584281537,7.218,19.811500000000002,0.18963209995497463,20.061
shapely,1.173,0.024832774042918945,1.209,4.0,0.099,0.01080123449734643,0.111,1.03025,0.030998655884839205,1.07
shellescape,0.83,,0.83,1.0,0.068,,0.068,0.726,,0.726
sherpa,9.833,,9.833,1.0,9.244,,9.244,12.849,,12.849
shioaji,6.0680000000000005,0.5642174521701127,6.718,4.0,0.48575,0.05771986948472189,0.57,4.823499999999999,0.17987125025046827,5.039
shortid,1.67,,1.67,1.0,0.18,,0.18,1.456,,1.456
sidecar,16.412,,16.412,1.0,1.179,,1.179,13.954,,13.954
sigpy,9.50775,0.16862260623455336,9.758,4.0,0.80775,0.04469433222829639,0.868,8.45,0.045614325235243905,8.488999999999999
simpeg,37.621,,37.621,1.0,8.855,,8.855,36.705,,36.705
simpervisor,0.9079999999999999,,0.9079999999999999,1.0,0.107,,0.107,0.775,,0.775
simpledbf,1.58225,0.014997221964972817,1.598,4.0,0.19075000000000003,0.029736341402398534,0.233,1.3605,0.022546248764114516,1.3840000000000001
simplegeneric,1.5819999999999999,0.021275964529644004,1.6019999999999999,4.0,0.18125,0.007135591542869203,0.18899999999999997,1.37475,0.01711480840286171,1.3880000000000001
simpleitk,2.9982499999999996,0.26608441642957364,3.39,4.0,0.46425,0.027620946158063934,0.504,2.3572499999999996,0.061015708359951695,2.411
simplejson,1.02,0.056023804464412005,1.068,4.0,0.11925,0.004573474244670751,0.124,0.867,0.05109468335029261,0.907
simpy,0.88875,0.024295061226512715,0.925,4.0,0.1035,0.019672315572906003,0.127,0.7490000000000001,0.03466987164671939,0.7959999999999999
singledispatch,0.99525,0.04343865406140788,1.0290000000000001,4.0,0.10400000000000001,0.011343133018115702,0.11900000000000001,0.8295,0.06396092557178952,0.875
sip,1.54,,1.54,1.0,0.134,,0.134,1.328,,1.328
siuba,8.994,,8.994,1.0,0.602,,0.602,8.175,,8.175
six,0.90525,0.024918199506920004,0.9359999999999999,4.0,0.10350000000000001,0.012974333637352375,0.11900000000000001,0.771,0.02336664289109585,0.7979999999999999
sklearn,9.01975,0.13100731531737775,9.148,4.0,0.79025,0.08617956060845675,0.862,8.123750000000001,0.051454672609329684,8.173
sklearn-pandas,11.68375,0.2702139584354097,12.05,4.0,0.907,0.057032154673190054,0.9840000000000001,10.52075,0.13188726246305943,10.702
sklearn2,18.97,,18.97,1.0,1.3359999999999999,,1.3359999999999999,16.629,,16.629
sklearn_crfsuite,1.5419999999999998,,1.5419999999999998,1.0,0.131,,0.131,1.297,,1.297
sktime,17.543,0.23965252624024852,17.752,4.0,1.37275,0.10309987067563825,1.4569999999999999,15.793000000000001,0.10424650273910101,15.914000000000001
skyfield,5.2065,0.10122417366090651,5.347,4.0,0.556,0.03688721549082645,0.607,4.5145,0.1430582631890473,4.727
smart-open,0.9970000000000001,0.012274635093014656,1.012,4.0,0.08825,0.023921747427811366,0.107,0.8734999999999999,0.027646579052991945,0.91
smmap,0.887,0.01402378931197511,0.899,4.0,0.10924999999999999,0.009535023160258532,0.122,0.7454999999999999,0.019226717521893005,0.768
smmap2,0.9752500000000001,0.01164402564980568,0.99,4.0,0.098,0.02258317958127243,0.131,0.81575,0.030192438346932738,0.8490000000000001
smopy,8.5775,0.2922926615568719,8.954,4.0,0.611,0.03772709017845577,0.645,7.4777499999999995,0.19791475437672668,7.7
snakemake,11.38,,11.38,1.0,1.13,,1.13,9.347000000000001,,9.347000000000001
snakeviz,1.3619999999999999,,1.3619999999999999,1.0,0.122,,0.122,1.1740000000000002,,1.1740000000000002
sniffio,1.8769999999999998,,1.8769999999999998,1.0,0.209,,0.209,1.6030000000000002,,1.6030000000000002
snowballstemmer,1.07175,0.03524556709715409,1.091,4.0,0.13974999999999999,0.0145,0.157,0.89875,0.03741100551085644,0.9359999999999999
snuggs,3.517,,3.517,1.0,0.318,,0.318,3.1319999999999997,,3.1319999999999997
sobol_seq,5.9985,0.09856808137864244,6.109,4.0,0.6192500000000001,0.06380373552282557,0.675,5.271,0.13184839779079588,5.428999999999999
sodapy,1.87,0.04964540932117148,1.913,4.0,0.18549999999999997,0.023459184413217222,0.213,1.5655,0.06834471449936717,1.624
solidspy,9.61025,0.163347023235809,9.809,4.0,0.80575,0.08868812397008596,0.894,8.52725,0.10806595208482637,8.668
sortedcollections,1.003,0.03552463933666322,1.055,4.0,0.10425000000000001,0.015924300089276554,0.122,0.8494999999999999,0.027012342857787534,0.875
sortedcontainers,0.92325,0.05028170641495768,0.991,4.0,0.10425000000000001,0.006652067347825035,0.11,0.778,0.04139243087006773,0.825
sos,8.221250000000001,0.2734536828544585,8.488999999999999,4.0,0.611,0.04498888751680797,0.6609999999999999,7.205749999999999,0.25725392773159633,7.473
sos-notebook,20.607499999999998,0.27113772638027916,20.979,4.0,1.4095,0.09690373229826243,1.521,17.99575,0.49535063339012597,18.733
sounddevice,1.67575,0.06363633658008083,1.73,4.0,0.15075000000000002,0.006551081335677828,0.159,1.43675,0.04361479106908573,1.48
soundfile,1.56775,0.10836166296250718,1.676,4.0,0.13424999999999998,0.014008925726121904,0.15,1.36425,0.1023144662303429,1.47
soupsieve,0.9235,0.036719658676699775,0.965,4.0,0.09225000000000001,0.015217862311551297,0.109,0.8005,0.024365275838099346,0.8240000000000001
spacy,10.8105,0.30461943470501,11.133,4.0,0.944,0.0717727896443585,1.024,9.41675,0.27475974353363086,9.716000000000001
spacy-stanza,90.305,,90.305,1.0,5.205,,5.205,32.937,,32.937
sparqlwrapper,1.551,0.033950945004029946,1.599,4.0,0.13475,0.01158663022625647,0.152,1.325,0.046497311750250694,1.393
spatialite,0.903,,0.903,1.0,0.091,,0.091,0.76,,0.76
specutils,16.279,,16.279,1.0,1.571,,1.571,14.255,,14.255
speechrecognition,1.9809999999999999,,1.9809999999999999,1.0,0.258,,0.258,1.4409999999999998,,1.4409999999999998
sphinx,5.914499999999999,0.13726980731391714,6.047999999999999,4.0,0.45975,0.019259196937221106,0.488,5.065250000000001,0.1402435381755614,5.212000000000001
sphinx-book-theme,7.465,0.08184130986244045,7.523,4.0,0.5805,0.04103250743820881,0.6409999999999999,6.231000000000001,0.05925087903707995,6.3020000000000005
sphinx-click,6.462999999999999,,6.462999999999999,1.0,0.511,,0.511,5.541,,5.541
sphinx-comments,5.683,,5.683,1.0,0.507,,0.507,4.648,,4.648
sphinx-copybutton,121.58375,231.86089985646566,469.375,4.0,0.45175000000000004,0.07107918119956082,0.55,4.848,0.13595832694861576,5.041
sphinx-gallery,7.28925,0.15841164729905416,7.513999999999999,4.0,0.64225,0.06732693864024018,0.72,6.231,0.06750802421441007,6.331
sphinx-panels,6.32075,0.49274088863553134,6.7829999999999995,4.0,0.50575,0.028253318389173374,0.534,5.336750000000001,0.4260949620292017,5.772
sphinx-rtd-theme,6.22825,0.1625307663182579,6.416,4.0,0.5595,0.05342596122984905,0.629,5.27225,0.17834867535252408,5.51
sphinx-thebe,6.0040000000000004,0.2910876156761056,6.361000000000001,4.0,0.488,0.07886697661252144,0.557,5.1665,0.19838430717507183,5.433
sphinx-togglebutton,6.0215000000000005,0.33923295830446637,6.405,4.0,0.49850000000000005,0.04447096431006042,0.556,5.128749999999999,0.2882005956505524,5.4239999999999995
sphinx_bootstrap_theme,2.169,,2.169,1.0,0.24600000000000002,,0.24600000000000002,1.867,,1.867
sphinx_copybutton,5.9695,0.2252857444816842,6.225,4.0,0.5045000000000001,0.03357082066318909,0.547,5.07925,0.18499977477463753,5.239
sphinx_gallery,7.13675,0.15650212991095896,7.331,4.0,0.6715,0.05860887304837044,0.74,6.0352500000000004,0.20713984808980263,6.273
sphinx_rtd_theme,5.95875,0.20848720983951644,6.226,4.0,0.463,0.04822862220715,0.516,5.1405,0.17978042162593824,5.361000000000001
sphinx_tabs,5.9935,0.3362444547250311,6.405,4.0,0.48900000000000005,0.06256196927846823,0.55,5.00325,0.1556435564572674,5.186
sphinxcontrib-applehelp,0.9265,0.01982422760159897,0.956,4.0,0.10375000000000001,0.0133759734848222,0.12,0.7895,0.031522478751942494,0.836
sphinxcontrib-bibtex,6.74075,0.28218832364220886,7.026,4.0,0.53125,0.01800694310536908,0.5579999999999999,5.664,0.2609916984631246,5.994
sphinxcontrib-devhelp,0.90025,0.025316332014465766,0.9209999999999999,4.0,0.1045,0.015588457268119896,0.115,0.75775,0.01161536338935063,0.775
sphinxcontrib-htmlhelp,0.9417500000000001,0.02347161406181237,0.9670000000000001,4.0,0.10499999999999998,0.01314026889628468,0.11699999999999999,0.7917500000000001,0.010626225419530073,0.804
sphinxcontrib-jsmath,0.8580000000000001,0.01407124727947034,0.878,4.0,0.097,0.00840634680861233,0.106,0.7335,0.016441816606851335,0.752
sphinxcontrib-qthelp,0.9245,0.053724606404638615,1.0,4.0,0.09150000000000001,0.0050662280511902195,0.095,0.7875,0.03433656942677879,0.831
sphinxcontrib-serializinghtml,0.9365000000000001,0.029285946572830207,0.9670000000000001,4.0,0.10449999999999998,0.019739976359323903,0.127,0.7975000000000001,0.010279429296739558,0.809
sphinxcontrib-svg2pdfconverter,5.96,,5.96,1.0,0.419,,0.419,5.05,,5.05
sphinxcontrib-websupport,1.03525,0.025382080292994092,1.071,4.0,0.11149999999999999,0.007141428428542848,0.121,0.87075,0.026800186566514762,0.9079999999999999
sphinxext-rediraffe,5.603,,5.603,1.0,0.493,,0.493,4.77,,4.77
spotipy,1.9805000000000001,0.049896559667643205,2.04,4.0,0.17125,0.025591339680967613,0.203,1.6875,0.03869969853457088,1.743
spyder,32.16475,0.4813885298453487,32.797,4.0,2.4652499999999997,0.0712337700813316,2.555,27.584,0.5613121532029524,28.366
spyder-kernels,5.774249999999999,0.03398406489322078,5.797999999999999,4.0,0.40025,0.028511693507518393,0.441,5.026999999999999,0.045811206780291935,5.075
sqlalchemy,2.8025,0.02668957349478144,2.8289999999999997,4.0,0.17400000000000002,0.017107503227141795,0.191,2.52025,0.04316151835450928,2.582
sqlparse,0.9095,0.03738538038681253,0.945,4.0,0.098,0.013735598518691005,0.11599999999999999,0.7815,0.03276685317003548,0.82
squarify,0.872,,0.872,1.0,0.08800000000000001,,0.08800000000000001,0.7290000000000001,,0.7290000000000001
srsly,1.53475,0.0385259652701914,1.567,4.0,0.13525,0.01384136313132971,0.152,1.31725,0.03990300740545765,1.3630000000000002
stanza,38.664,,38.664,1.0,4.488,,4.488,26.755,,26.755
stardist,15.946749999999998,0.15766922126189703,16.090999999999998,4.0,1.2685,0.05062608023538848,1.298,14.129249999999999,0.23826648246588622,14.329
starlette,1.148,,1.148,1.0,0.109,,0.109,0.851,,0.851
statistics,2.00375,0.07191835648845162,2.077,4.0,0.22724999999999998,0.011236102527122113,0.24,1.7355,0.05883593006545113,1.786
statsmodels,11.57325,0.2878429838181467,11.818,4.0,0.8370000000000001,0.07071067811865471,0.905,10.56925,0.22126059296675443,10.780999999999999
stevedore,1.516,,1.516,1.0,0.166,,0.166,1.264,,1.264
stop-words,1.639,,1.639,1.0,0.20199999999999999,,0.20199999999999999,1.401,,1.401
stopit,1.5,0.08760897975283892,1.6130000000000002,4.0,0.18275,0.03390550594421698,0.207,1.2915,0.09300358416032502,1.4
streamlit,24.59075,0.5494957536990905,25.386999999999997,4.0,1.974,0.1520986521965267,2.189,21.18425,0.2885219517933891,21.546
streng,22.820999999999998,,22.820999999999998,1.0,1.732,,1.732,20.616999999999997,,20.616999999999997
stringcase,1.56525,0.06660017517494474,1.649,4.0,0.18350000000000002,0.013771952173409072,0.198,1.3659999999999999,0.07129749878735803,1.464
style,0.8492500000000001,0.03919502519453203,0.894,4.0,0.0995,0.018520259177452127,0.11699999999999999,0.71125,0.02675038940526538,0.74
subprocess32,1.5325,0.11493911431710262,1.635,4.0,0.16999999999999998,0.012884098726725121,0.18,1.3405,0.10749728678746581,1.444
sunpy,21.983,,21.983,1.0,1.5859999999999999,,1.5859999999999999,19.706,,19.706
supy,31.289,,31.289,1.0,5.32,,5.32,28.264,,28.264
svglib,4.708,,4.708,1.0,0.363,,0.363,4.147,,4.147
svgpathtools,3.35925,0.06439138141086884,3.4419999999999997,4.0,0.34975,0.024253865671269817,0.38,2.901,0.0449962961438679,2.9339999999999997
svgwrite,0.937,0.0734982993000519,1.0190000000000001,4.0,0.095,0.005715476066494079,0.102,0.80075,0.06895106960736723,0.872
swiglpk,1.325,,1.325,1.0,0.125,,0.125,1.128,,1.128
sympy,8.39725,0.29291452109218974,8.749,4.0,1.076,0.05723052798405185,1.153,7.247,0.2413172186148345,7.518
sys,0.847,,0.847,1.0,0.084,,0.084,0.6920000000000001,,0.6920000000000001
tables,3.9459999999999997,0.09267505957196195,4.048,4.0,0.36024999999999996,0.05017552524222672,0.41,3.5092499999999998,0.09283093952628818,3.637
tabpy,27.8655,0.3801705757507627,28.365,4.0,2.03475,0.11311167048541028,2.184,24.957,0.41489034695928956,25.561999999999998
tabpy-client,4.6285,0.12316249429107891,4.772,4.0,0.40775,0.03802082762557036,0.43200000000000005,3.9692499999999997,0.04401041543392494,4.012
tabpy-server,9.7525,0.1848612091994065,9.988,4.0,0.97525,0.04807199461918207,1.03,8.360500000000002,0.21988102843734977,8.685
tabulate,0.93875,0.02098213525835723,0.9590000000000001,4.0,0.096,0.016145174717749778,0.12,0.8047499999999999,0.02892951203644247,0.84
tadasets,6.053,,6.053,1.0,0.46299999999999997,,0.46299999999999997,5.388,,5.388
tangled-up-in-unicode,4.7065,0.18662707913554993,4.9510000000000005,4.0,0.9334999999999999,0.06025777958073132,1.008,3.7245,0.1253382091250175,3.897
tb-nightly,9.519,,9.519,1.0,0.6579999999999999,,0.6579999999999999,8.172,,8.172
tblib,0.87425,0.02523720798081014,0.907,4.0,0.082,0.009660917830792957,0.09,0.7615000000000001,0.02522564832335004,0.797
teaspoon,1.056,,1.056,1.0,0.105,,0.105,0.899,,0.899
tenacity,1.038,,1.038,1.0,0.135,,0.135,0.8640000000000001,,0.8640000000000001
tensorboard,8.667749999999998,0.3146695356507624,9.059,4.0,0.57125,0.07227436152145057,0.63,7.59375,0.20211939540776405,7.772
tensorboard-plugin-profile,2.0745,0.09744913202965608,2.155,4.0,0.14550000000000002,0.01968925256749647,0.163,1.7930000000000001,0.09035485598461207,1.8940000000000001
tensorboard-plugin-wit,0.9515,0.04929164905606895,1.015,4.0,0.10925000000000001,0.015019431857874433,0.12300000000000001,0.8042499999999999,0.058999293781084074,0.885
tensorboardcolab,1.507,,1.507,1.0,0.192,,0.192,1.2830000000000001,,1.2830000000000001
tensorboardx,3.7697499999999997,0.13416252581601637,3.924,4.0,0.33625,0.044499999999999984,0.375,3.34175,0.09747606543830804,3.4539999999999997
tensorflow,34.97225,1.265624318929858,36.825,4.0,3.5135,0.09574445153636839,3.6189999999999998,25.99625,0.45711149259963435,26.42
tensorflow-addons,1.25175,0.06759376203960436,1.3330000000000002,4.0,0.14275000000000002,0.021219095173922953,0.17300000000000001,1.05625,0.06359965932822795,1.145
tensorflow-data-validation,63.15175000000001,10.954263990945872,79.167,4.0,5.555000000000001,0.12177848742696733,5.676,47.211749999999995,1.1546299190649782,48.379
tensorflow-datasets,9.5975,0.05637079622168478,9.648,4.0,0.8862500000000001,0.045257596047514455,0.932,8.381250000000001,0.09660702182898706,8.454
tensorflow-estimator,1.20025,0.02617091260668369,1.219,4.0,0.13725,0.01757602533756329,0.159,1.02225,0.03243840316661724,1.053
tensorflow-gpu,38.84225,5.304249891989129,44.54,4.0,3.61575,0.154327303697909,3.7289999999999996,26.15725,0.500917408361897,26.636
tensorflow-hub,3.89125,0.09435526835670927,4.023,4.0,0.35324999999999995,0.03291782698376874,0.39799999999999996,3.354,0.13581114338178085,3.446
tensorflow-metadata,1.8627500000000001,0.05060550035980928,1.916,4.0,0.1315,0.013988090172238178,0.145,1.6400000000000001,0.05952590472502981,1.7069999999999999
tensorflow-model-analysis,70.42099999999999,2.322021676614294,72.905,4.0,6.369750000000001,0.2353654959136244,6.64,59.172999999999995,1.1903537289394268,60.302
tensorflow-privacy,6.87,,6.87,1.0,0.6940000000000001,,0.6940000000000001,6.023,,6.023
tensorflow-probability,5.65225,0.289678413647502,6.086,4.0,0.47775,0.06340018401655732,0.565,4.937250000000001,0.04738055156566546,4.98
tensorflow-serving-api,36.3455,4.910384947571147,43.391999999999996,4.0,3.452,0.060833105022402564,3.508,26.481,0.7650333326071487,27.224
tensorflow-transform,58.269000000000005,2.212961364326095,60.318000000000005,4.0,5.344499999999999,0.12355160864998911,5.471,46.631,1.1927897272081718,47.836000000000006
tensorflow_datasets,9.939,,9.939,1.0,0.958,,0.958,8.72,,8.72
tensorpack,5.867999999999999,,5.867999999999999,1.0,0.449,,0.449,5.182,,5.182
